,name,type_A,type_B,type_C,type_D,address,longitude,latitude
"5110 Sheppard Ave E , Toronto - East, Ontario",Petro-Canada,119.9,135.9,141.9,120.9,"5110 Sheppard Ave E, Scarborough, ON M1S 4N3, Canada",-79.2395856,43.7939687
"5145 Dixie Rd , Mississauga, Ontario",Husky,119.7,129.7,136.7,,"5145 Dixie Rd, Mississauga, ON L4W 4G1, Canada",-79.6246302,43.6398186
"515 Drewry Ave , Toronto - North, Ontario",Esso,122.9,134.9,140.9,119.9,"515 Drewry Ave, North York, ON M2R 2K9, Canada",-79.4441299,43.7807678
"520 Dundas St W , Oakville, Ontario",Esso,122.9,135.9,141.9,,"520 Dundas St W, Oakville, ON L6H 6Y3, Canada",-79.74432920000001,43.464762
"521 O'Connor Dr , Toronto - Central, Ontario",Shell,122.9,,,,"O'Connor Dr, Toronto, ON, Canada",-79.3521942,43.6928507
"524 Rexdale Blvd , Toronto - West, Ontario",Petro-Canada,122.9,132.9,138.9,,"524 Rexdale Blvd, Etobicoke, ON M9W 7J9, Canada",-79.6029825,43.7193991
"5241 Bloomington Rd  , Whitchurch-Stouffville, Ontario",Esso,118.5,,,118.9,"5241 Bloomington Rd, Whitchurch-Stouffville, ON L4A 7X3, Canada",-79.2902493,43.999884
"5241 Hwy 7 W , Vaughan, Ontario",Petro-Canada,118.2,134.9,141.9,,"5241 Hwy 7, Woodbridge, ON L4L 1T2, Canada",-79.5968451,43.7784165
"5260 Hwy 7 W , Vaughan, Ontario",Husky,118.2,133.9,139.9,118.7,"5260 Hwy 7, Woodbridge, ON L4L 1T3, Canada",-79.5976652,43.77887399999999
"5267 Aurora Rd , Whitchurch-Stouffville, Ontario",Ultramar,115.6,,,115.9,"5267 Aurora Rd, Whitchurch-Stouffville, ON L4A 7X4, Canada",-79.2967076,44.0376786
"5270 Steeles Ave E , Toronto - East, Ontario",Petro-Canada,122.9,,,,"5270 Steeles Ave E, Markham, ON L3S 1N1, Canada",-79.2759244,43.83128079999999
"5272 Aurora Rd , Whitchurch-Stouffville, Ontario",Global,118.6,,,115.9,"5272 Aurora Rd, Whitchurch-Stouffville, ON L4A 7X4, Canada",-79.2966524,44.038325
"5286 Dundas St W , Toronto - West, Ontario",Shell,122.9,,,,"5286 Dundas St W, Etobicoke, ON M9B 1B2, Canada",-79.53942010000002,43.63727430000001
"5315 Major Mackenzie Dr E , Markham, Ontario",Petro-Canada,119.9,131.8,137.9,120.9,"5315 Major Mackenzie Dr E, Markham, ON L3P 3J3, Canada",-79.2926094,43.9033582
"536 Mount Pleasant Rd , Toronto - Central, Ontario",Petro-Canada,123.3,,,,"536 Mt Pleasant Rd, Toronto, ON M4T 2E1, Canada",-79.3860648,43.6971875
"537 Keele St , Toronto - Central, Ontario",Esso,121.9,,,,"4700 KEELE ST, Toronto, ON M3J, Canada",-79.4983993,43.7742464
"540 Evans Ave , Toronto - West, Ontario",Esso,120.9,131.9,140.9,123.9,"540 Evans Ave, Etobicoke, ON M8W 2V4, Canada",-79.54254829999999,43.6125462
"540 Mulock Dr , Newmarket, Ontario",Petro-Canada,120.3,,,,"540 Mulock Dr, Newmarket, ON L3Y 8R9, Canada",-79.4513884,44.0409412
"541 Maple Grove Dr , Oakville, Ontario",Esso,122.9,,,,"541 Maple Grove Dr, Oakville, ON L6J 7M9, Canada",-79.65812849999999,43.4801913
"5445 Steeles Ave E , Toronto - East, Ontario",Shell,122.9,,,,"5445 Steeles Ave E, Scarborough, ON M1V 5C2, Canada",-79.27550959999999,43.8306354
"5455 Steeles Ave W , Toronto - North, Ontario",Speedway Gas,119.9,,,117.8,"5455 Steeles Ave W, North York, ON M9L 1S7, Canada",-79.5580799,43.7674033
"5470 Dundas St W , Toronto - West, Ontario",Esso,122.9,,,,"5470 Dundas St W, Etobicoke, ON M9B 1B6, Canada",-79.545143,43.63222649999999
"548 Richmond St E , Toronto - South, Ontario",Shell,122.9,136.9,144.9,,"548 Richmond St E, Toronto, ON M5A 1R5, Canada",-79.3638129,43.6548556
"5495 Eglinton Ave W , Toronto - West, Ontario",Petro-Canada,122.9,,,120.9,"5495 Eglinton Ave E, Scarborough, ON M1L 2T3, Canada",-79.3017636,43.72486989999999
"55 New Huntington Rd , Vaughan, Ontario",Costco,110.9,,122.9,,"55 New Huntington Rd, Woodbridge, ON L4H 3M9, Canada",-79.63918939999999,43.7699368
"55 Spadina Ave , Toronto - South, Ontario",Petro-Canada,122.9,135.9,141.9,119.9,"55 Spadina Ave, Toronto, ON M5V 2J2, Canada",-79.3942979,43.6447622
"550 Bur Oak Ave , Markham, Ontario",Esso,122.9,134.9,140.9,,"550 Bur Oak Ave, Markham, ON L6C 0C4, Canada",-79.2918899,43.8950699
"550 Kingston Rd W , Ajax, Ontario",Marathon,120.9,131.9,139.9,119.9,"550 Kingston Rd W, Ajax, ON L1T 3A2, Canada",-79.05293549999999,43.8554434
"553 Lake Shore Blvd W , Toronto - South, Ontario",Esso,121.9,134.9,140.9,119.9,"553 Lake Shore Blvd W, Toronto, ON M5V 1A6, Canada",-79.39970129999999,43.6362608
"555 Whites Rd , Pickering, Ontario",Petro-Canada,122.9,,,,"555 Whites Rd S, Pickering, ON L1W, Canada",-79.1120328,43.8121225
"5551 Finch Ave E , Toronto - East, Ontario",Esso,119.9,132.9,138.9,118.9,"5551 Finch Ave E, Scarborough, ON M1B 2T9, Canada",-79.24234539999999,43.8128794
"5555 Kennedy Rd , Mississauga, Ontario",Petro-Canada,122.9,136.9,142.9,119.9,"5555 Kennedy Rd, Mississauga, ON L4Z 3E1, Canada",-79.6552538,43.6267746
"5571 Yonge St , Toronto - North, Ontario",Esso,122.9,135.9,141.9,,"5571 Yonge St, North York, ON M2N 5S4, Canada",-79.41496579999999,43.7789343
"5585 Winston Churchill Blvd , Mississauga, Ontario",Esso,119.6,130.9,136.9,,"5585 Winston Churchill Blvd, Mississauga, ON L5M 7P6, Canada",-79.7326803,43.5607615
"5600 Mainway , Burlington, Ontario",Petro-Canada,,125.9,131.9,120.9,"5600 Mainway, Burlington, ON L7L 6C4, Canada",-79.7654688,43.4010591
"561 O'Connor Dr , Toronto - Central, Ontario",Esso,122.9,,,,"O'Connor Dr, Toronto, ON, Canada",-79.3521942,43.6928507
"562 Trafalgar Rd , Oakville, Ontario",Esso,121.1,135.9,141.9,,"562 Trafalgar Rd, Oakville, ON L6J 3J2, Canada",-79.6821178,43.4580411
"5645 Hwy 7 , Vaughan, Ontario",Canadian Tire,119.7,129.7,134.7,118.9,"5645 Hwy 7, Woodbridge, ON L4L 1T7, Canada",-79.6097763,43.7753557
"5651 Hurontario St , Mississauga, Ontario",Shell,119.9,133.9,141.9,117.9,"5651 Hurontario St, Mississauga, ON L4Z 1S7, Canada",-79.66917339999999,43.61962140000001
"5706 Hwy 7 E , Markham, Ontario",Shell,119.9,,,,"5706 Hwy 7, Markham, ON L3P 1B4, Canada",-79.2684865,43.8715419
"5739 Hwy 7 E , Markham, Ontario",Petro-Canada,119.6,,,,"5739 Hwy 7, Markham, ON L3P 1A9, Canada",-79.2670775,43.8710426
"577 Birchmount Rd , Toronto - East, Ontario",Shell,122.9,131.9,140.9,,"577 Birchmount Rd, Scarborough, ON M1K 1P8, Canada",-79.2705865,43.7139243
"577 Holland St W , Bradford West Gwillimbury, Ontario",Petro-Canada,,,,121.9,"577 Holland St W, Bradford, ON L3Z 2A4, Canada",-79.6012338,44.1065535
"58 Three Valleys Dr , Toronto - Central, Ontario",3 Valleys,120.9,,124.9,130.9,"58 Three Valleys Dr, North York, ON M3A 3B5, Canada",-79.3365815,43.7518103
"581 Kipling Ave , Toronto - West, Ontario",Petro-Canada,122.9,135.9,141.9,120.9,"581 Kipling Ave, Etobicoke, ON M8Z 5E7, Canada",-79.5237697,43.6154336
"581 Parliament St , Toronto - South, Ontario",Esso,122.9,135.9,141.9,,"581 Parliament St, Toronto, ON M4X 1P7, Canada",-79.36878779999999,43.6670647
"5818 Sheppard Ave E , Toronto - East, Ontario",Ultramar,119.9,135.9,138.9,,"5818 Sheppard Ave E, Scarborough, ON M1B 1H9, Canada",-79.23022449999999,43.79604519999999
"5835 Airport Rd , Mississauga, Ontario",Petro-Canada,122.9,132.9,138.9,119.9,"5835 Airport Rd, Mississauga, ON L4V 1C8, Canada",-79.6062753,43.6863098
"5842 Main St Stouffville , Whitchurch-Stouffville, Ontario",Shell,116.9,130.9,138.9,116.9,"5842 Main St, Whitchurch-Stouffville, ON L4A 2S8, Canada",-79.2609864,43.9684268
"585 Dixon Rd , Toronto - West, Ontario",Petro-Canada,122.9,,,121.9,"585 Dixon Rd, Etobicoke, ON M9W 1H7, Canada",-79.57412769999999,43.6905161
"5869 Airport Rd , Mississauga, Ontario",Shell,122.9,135.9,143.9,119.9,"5869 Airport Rd, Mississauga, ON L4V 1C9, Canada",-79.60738669999999,43.6863878
"5869 Hwy 7 EB , Vaughan, Ontario",Pioneer,118.3,,,118.4,"5869 Hwy 7, Woodbridge, ON L4L 1T8, Canada",-79.6141854,43.7748019
"587 Third Line , Oakville, Ontario",Petro-Canada,120.9,,,,"587 Third Line, Oakville, ON L6L 4A8, Canada",-79.71572499999999,43.417945
"5946 Main St , Whitchurch-Stouffville, Ontario",Mac's,116.9,126.9,135.9,,"5946 Main St, Whitchurch-Stouffville, ON L4A 3A1, Canada",-79.2580803,43.9691744
"5964 Hwy 9 , New Tecumseth, Ontario",Shell,119.9,,,123.9,"5964 ON-9, Schomberg, ON L0G 1T0, Canada",-79.6780303,44.0117758
"5965 Hwy 7 E , Markham, Ontario",Esso,119.3,,141.9,,"5965 Hwy 7, Markham, ON L3P 1A1, Canada",-79.26047419999999,43.8733282
"5975 Steeles Ave E , Toronto - East, Ontario",Esso,122.9,,,,"5975 Steeles Ave E, Scarborough, ON M1V 5P7, Canada",-79.2564666,43.8350002
"5979 Shawson Dr , Mississauga, Ontario",Esso,117.5,,,119.9,"5979 Shawson Dr, Mississauga, ON L4W 3Y2, Canada",-79.6543789,43.64865349999999
"5980 Hurontario St , Mississauga, Ontario",Esso,117.9,133.9,139.9,119.9,"5980 Hurontario St, Mississauga, ON L5R 3T6, Canada",-79.679531,43.6254012
"5980 Mavis Rd , Mississauga, Ontario",Canadian Tire,117.9,129.9,132.9,119.6,"5980 Mavis Rd, Mississauga, ON L5V 2P5, Canada",-79.69551299999999,43.611337
"5981 Mayfield Rd , Brampton, Ontario",Esso,120.9,133.9,139.9,118.9,"5981 Mayfield Rd, Brampton, ON L6R 0A8, Canada",-79.7602055,43.7906162
"5995 Major Mackenzie Dr E , Markham, Ontario",Esso,118.9,132.9,138.9,119.9,"5995 Major Mackenzie Dr E, Markham, ON L6E 0G1, Canada",-79.26872949999999,43.9094534
"600 North Rivermede Rd  , Vaughan, Ontario",Husky,119.8,131.9,,113.7,"600 N Rivermede Rd, Concord, ON L4K 3M9, Canada",-79.483468,43.8062569
"600 Victoria Park Ave , Toronto - East, Ontario",Mobil,113.9,122.9,129.9,116.9,"600 Victoria Park Ave, Toronto, ON M4E 3T6, Canada",-79.287357,43.6873125
"6000 Dufferin St , Toronto - North, Ontario",Esso,122.9,135.9,141.9,,"6000 Dufferin St, North York, ON M3H 5T5, Canada",-79.47065669999999,43.7866193
"6004 Trafalgar Rd , Milton, Ontario",Petro-Canada,120.9,,,,"6004 Trafalgar Rd, Hornby, ON L0P 1E0, Canada",-79.78162780000001,43.5355666
"6009 Hurontario St , Mississauga, Ontario",Petro-Canada,117.9,133.9,139.9,120.9,"6009 Hurontario St, Mississauga, ON L4Z 1S9, Canada",-79.67958279999999,43.62688319999999
"6015 Leslie St , Toronto - North, Ontario",Esso,122.9,135.9,141.9,,"6015 Leslie St, North York, ON M2H 1J8, Canada",-79.36972399999999,43.799307
"6015 McLaughlin Rd , Mississauga, Ontario",Husky,115.9,129.9,139.9,118.9,"6015 McLaughlin Rd, Mississauga, ON L5R 1B9, Canada",-79.69009799999999,43.61757799999999
"6035 Creditview Rd , Mississauga, Ontario",Petro-Canada,117.9,132.9,138.9,120.9,"6035 Creditview Rd, Mississauga, ON L5V 2A8, Canada",-79.7120551,43.5981355
"6070 Dixie Rd , Mississauga, Ontario",Esso,118.9,127.9,133.9,123.9,"6070 Dixie Rd, Mississauga, ON L5T, Canada",-79.64960789999999,43.656755
"608 Wilson Ave , Toronto - North, Ontario",Shell,122.9,136.9,144.9,117.9,"608 Wilson Ave, North York, ON M3K 1C9, Canada",-79.45853919999999,43.7324971
"613 Evans Ave , Toronto - West, Ontario",Petro-Canada,118.2,131.9,137.9,119.9,"613 Evans Ave, Etobicoke, ON M8W 2W5, Canada",-79.54941409999999,43.6103231
"6161 Hwy 7 , Vaughan, Ontario",Esso,122.9,132.9,142.9,119.9,"6161 Hwy 7, Woodbridge, ON L4H 0K7, Canada",-79.6257718,43.7714617
"620 Peter Robertson Blvd , Brampton, Ontario",Esso,122.9,,136.9,,"620 Peter Robertson Blvd, Brampton, ON L6R 1T5, Canada",-79.76019,43.739281
"620 Thompson Rd S , Milton, Ontario",Petro-Canada,,134.9,,120.9,"620 Thompson Rd S, Milton, ON L9T 0H1, Canada",-79.8508427,43.51555680000001
"624 Third Line  , Oakville, Ontario",Esso,119.9,130.9,136.9,119.9,"624 Third Line, Oakville, ON L6L 4A7, Canada",-79.71739459999999,43.4187145
"625 Third Line , Oakville, Ontario",Husky,119.9,128.9,136.9,118.9,"625 Third Line, Oakville, ON L6L 4A8, Canada",-79.7168566,43.41876
"6255 Bathurst St , Toronto - North, Ontario",Esso,122.9,135.9,141.9,,"6255 Bathurst St, North York, ON M2R, Canada",-79.4454879,43.7915426
"627 Dixon Rd , Toronto - West, Ontario",Shell,122.9,134.9,143.9,121.9,"627 Dixon Rd, Etobicoke, ON M9W 1H7, Canada",-79.57653169999999,43.6900381
"632 Burnhamthorpe Rd W , Mississauga, Ontario",Esso,117.9,130.9,136.9,,"632 Burnhamthorpe Rd W, Mississauga, ON L5B 2C4, Canada",-79.6508661,43.5794414
"637 Vaughan Rd , Toronto - Central, Ontario",Ultramar,117.9,136.9,139.9,116.9,"637 Vaughan Rd, Toronto, ON M6E, Canada",-79.4408167,43.69263489999999
"6375 Major Mackenzie Dr E , Markham, Ontario",Pioneer,118.6,125.1,132.6,118.6,"6375 Major Mackenzie Dr E, Markham, ON L3P 3J3, Canada",-79.2568296,43.91198989999999
"640 Markham Rd , Toronto - East, Ontario",Shell,119.9,130.9,138.9,,"640 Markham Rd, Scarborough, ON M1H, Canada",-79.2255381,43.7601677
"6400 Erin Mills Pkwy , Mississauga, Ontario",Petro-Canada,119.9,,139.9,,"6400 Erin Mills Pkwy, Mississauga, ON L5N 3P3, Canada",-79.7430655,43.5860662
"6415 Dixie Rd , Mississauga, Ontario",Esso,115.9,126.9,132.9,118.9,"6415 Dixie Rd, Mississauga, ON L5T 1A4, Canada",-79.657572,43.6645704
"645 Third Line  , Oakville, Ontario",Shell ,120.3,,140.9,,"645 Third Line, Oakville, ON L6L 4A9, Canada",-79.7175022,43.4192341
"6483 Kingston Rd  , Toronto - East, Ontario",Global,113.9,134.9,139.9,119.9,"6483 Kingston Rd, Scarborough, ON M1C 1L4, Canada",-79.1564535,43.7922747
"65 Dillane Dr , Schomberg, Ontario",Petro-Canada,119.9,,,,"65 Dillane Dr, Schomberg, ON L0G 1T0, Canada",-79.6764544,44.0053511
"6536 Winston Churchill Blvd , Mississauga, Ontario",Petro-Canada,122.9,133.9,139.9,,"6536 Winston Churchill Blvd, Mississauga, ON L5N 4E3, Canada",-79.7587296,43.5787415
"655 Queensway E , Mississauga, Ontario",Petro-Canada,116.9,,,,"655 Queensway E, Mississauga, ON L5A 3X6, Canada",-79.5926664,43.58863179999999
"6625 Airport Rd , Mississauga, Ontario",Petro-Canada,122.9,,,,"6625 Airport Rd, Mississauga, ON L4V 1Y1, Canada",-79.63198419999999,43.6964917
"6625 Kennedy Rd , Mississauga, Ontario",Husky,111.9,123.9,131.9,117.9,"6625 Kennedy Rd, Mississauga, ON L5T 2W4, Canada",-79.6830385,43.64748669999999
"6707 Winston Churchill Blvd , Mississauga, Ontario",Canadian Tire,120.8,130.6,135.6,116.8,"6707 Winston Churchill Blvd, Mississauga, ON L5N 3W2, Canada",-79.7627637,43.5828152
"6731 Kingston Rd , Toronto - East, Ontario",Shell,119.9,132.9,140.9,118.9,"6731 Kingston Rd, Scarborough, ON M1B 1G9, Canada",-79.1485584,43.7970559
"675 Main St N , Brampton, Ontario",Pioneer,116.2,124.9,139.4,114.6,"675 Main St N, Brampton, ON L6X 0G6, Canada",-79.7866343,43.7051512
"677 Burnhamthorpe Rd , Toronto - West, Ontario",Shell,121.9,,,,"677 Burnhamthorpe Rd, Etobicoke, ON M9C 2Z5, Canada",-79.5764179,43.6428613
"6780 Kingston Rd , Toronto - East, Ontario",Esso,119.9,132.9,142.9,118.9,"6780 Kingston Rd, Scarborough, ON M1B 1G8, Canada",-79.14725039999999,43.7989086
"6788 Regional Rd 25 , Milton, Ontario",Esso,,,,119.9,"6788 Regional Rd 25, Milton, ON L9T 2X5, Canada",-79.86148299999999,43.5058744
"680 The Queensway , Toronto - West, Ontario",Shell,122.9,135.9,143.9,118.9,"680 The Queensway, Toronto, ON M8Y 1K9, Canada",-79.4990049,43.6273769
"681 Chrislea Rd , Vaughan, Ontario",Husky,122.6,135.9,142.9,113.7,"681 Chrislea Rd, Woodbridge, ON L4L 8A3, Canada",-79.5469063,43.8078598
"689 Lawrence Ave W , Toronto - Central, Ontario",Husky,122.6,132.6,139.9,,"689 Lawrence Ave W, North York, ON M6A 1B3, Canada",-79.4460465,43.7154462
"695 Burnhamthorpe Rd W , Mississauga, Ontario",Petro-Canada,117.9,132.9,138.9,,"695 Burnhamthorpe Rd W, Mississauga, ON L5C 3A6, Canada",-79.6524471,43.579394
"695 Lawrence Ave W , Toronto - Central, Ontario",Petro-Canada,122.9,132.6,138.6,119.9,"4218 Lawrence Ave E, Scarborough, ON M1E 4X9, Canada",-79.1842527,43.7694535
"695 Major Mackenzie Dr E , Richmond Hill, Ontario",Petro-Canada,122.9,135.9,141.9,,"695 Major Mackenzie Dr E, Richmond Hill, ON L4C 1J7, Canada",-79.4157077,43.8756542
"6953 Steeles Ave W , Toronto - West, Ontario",Esso,122.5,135.9,141.9,119.9,"6953 Steeles Ave E, Scarborough, ON M1X, Canada",-79.1973376,43.8489586
"6968 Hwy 9 , New Tecumseth, Ontario",Esso,119.9,,,,"6968 ON-9, Schomberg, ON L0G 1T0, Canada",-79.70832580000001,44.00479430000001
"698 Kingston Rd , Pickering, Ontario",Shell,119.8,134.9,139.9,126.9,"698 Kingston Rd, Pickering, ON L1V 1A6, Canada",-79.1163339,43.8190773
"6980 Lisgar Dr , Mississauga, Ontario",7-Eleven,117.6,,,,"6980 Lisgar Dr, Mississauga, ON L5N 8C8, Canada",-79.7838261,43.5763893
"6985 Hurontario St , Mississauga, Ontario",Shell,119.5,132.9,140.9,118.9,"6985 Hurontario St, Mississauga, ON L5T 2Z6, Canada",-79.705295,43.6461816
"6990 Hurontario St  , Mississauga, Ontario",Husky,119.3,134.9,140.9,118.7,"6990 Hurontario St, Mississauga, ON L5W 1N5, Canada",-79.7060906,43.6453206
"6990 Rexwood Rd , Mississauga, Ontario",Shell,122.9,132.9,142.9,118.9,"6990 Rexwood Rd, Mississauga, ON L4T 4E6, Canada",-79.6278566,43.7164463
"6995 Dixie Rd , Mississauga, Ontario",Petro-Canada,115.9,129.9,135.9,118.9,"6995 Dixie Rd, Mississauga, ON L5T 1A8, Canada",-79.673412,43.675268
"6998 Rexwood Rd , Mississauga, Ontario",Esso,122.9,135.9,141.9,119.9,"6998 Rexwood Rd, Mississauga, ON L4T 4E6, Canada",-79.6275896,43.71575440000001
"7001 Woodbine Ave , Toronto - North, Ontario",Esso,122.9,135.9,141.9,119.9,"7001 Woodbine Ave, Markham, ON L3R 1A3, Canada",-79.3482539,43.8145118
"701 Krosno Blvd , Pickering, Ontario",Petro-Canada,118.9,,,119.9,"701 Krosno Blvd, Pickering, ON L1W 1G4, Canada",-79.0839809,43.82183630000001
"7010 Woodbine Ave , Toronto - North, Ontario",Esso,122.9,135.9,141.9,,"7010 Woodbine Ave, Markham, ON L3R 1A2, Canada",-79.3492646,43.8142779
"7011 Bathurst St , Toronto - North, Ontario",Petro-Canada,122.9,135.9,141.9,119.9,"7011 Bathurst St, Thornhill, ON L4J 2J6, Canada",-79.4451759,43.7931494
"7015 Kennedy Rd , Mississauga, Ontario",Petro-Canada,119.5,123.9,129.9,120.9,"7015 Kennedy Rd, Mississauga, ON L5S 0A4, Canada",-79.6952895,43.6565637
"7015 Yonge St , Toronto - North, Ontario",Esso,122.9,135.9,141.9,119.9,"7015 Yonge St, Thornhill, ON L3T 2A5, Canada",-79.41971749999999,43.79851499999999
"7018 Islington Ave , Toronto - North, Ontario",Esso,122.9,135.9,141.9,119.9,"7018 Islington Ave, Woodbridge, ON L4L 1V8, Canada",-79.5757313,43.7645186
"7025 Millcreek Dr , Mississauga, Ontario",Esso,122.9,135.9,141.9,,"7025 Millcreek Dr, Mississauga, ON L5N 3R3, Canada",-79.76167439999999,43.5976404
"7030 McLaughlin Rd , Mississauga, Ontario",Esso,122.9,130.9,,,"7030 McLaughlin Rd, Mississauga, ON L5W 1W7, Canada",-79.71777300000001,43.6365572
"704 Kingston Rd , Pickering, Ontario",Petro-Canada,121.9,124.7,138.9,,"704 Kingston Rd, Pickering, ON L1V 1A8, Canada",-79.1152825,43.8196668
"7092 Yonge St  , Vaughan, Ontario",Petro-Canada,122.9,,,,"7092 Yonge St, Thornhill, ON L4J 1V7, Canada",-79.4212701,43.8002641
"71 Colossus Dr , Vaughan, Ontario",Costco,110.9,,122.9,,"71 Colossus Dr, Woodbridge, ON L4L 9J8, Canada",-79.54159039999999,43.785631
"7155 Hurontario St , Mississauga, Ontario",Good Guys Gas Bar,119.9,133.9,139.9,118.9,"7155 Hurontario St, Mississauga, ON L5S 1Z8, Canada",-79.7093225,43.6495301
"727 Kipling Ave , Toronto - West, Ontario",Global,117.7,,,117.9,"727 Kipling Ave, Etobicoke, ON M8Z 5G4, Canada",-79.52824319999999,43.6261433
"7280 Dixie Rd , Mississauga, Ontario",Esso,120.9,132.9,138.9,118.9,"7280 Dixie Rd, Mississauga, ON L5S 1E1, Canada",-79.6974565,43.6921256
"7314 Markham Rd , Markham, Ontario",Petro-Canada,122.9,,,,"7314 Markham Rd, Markham, ON L3S 0B1, Canada",-79.2535638,43.8447331
"735 16th Ave , Richmond Hill, Ontario",Esso,122.9,135.9,141.9,119.9,"735 16th Ave, Richmond Hill, ON L4C 7A8, Canada",-79.4098422,43.8571536
"7355 Goreway Dr , Mississauga, Ontario",Petro-Canada,122.9,132.9,140.9,119.9,"7355 Goreway Dr, Mississauga, ON L4T 2T8, Canada",-79.641204,43.7209638
"7377 Yonge St , Vaughan, Ontario",Husky,122.6,,,,"7377 Yonge St, Thornhill, ON L3T 2B4, Canada",-79.4221065,43.8074912
"7400 Bathurst St , Vaughan, Ontario",Petro-Canada,122.9,135.9,141.9,,"7400 Bathurst St, Thornhill, ON L4J 7M1, Canada",-79.4486974,43.80314080000001
"7443 Trafalgar Rd , Milton, Ontario",Petro-Canada,,132.9,138.9,120.9,"7443 Trafalgar Rd, Milton, ON L0P, Canada",-79.82305649999999,43.5670114
"7445 Kingston Rd , Toronto - East, Ontario",Pioneer,118.2,127.1,134.6,117.6,"7445 Kingston Rd, Scarborough, ON • M1E 4R2, Canada",-79.1416897,43.80155449999999
"745 Courtneypark Dr W , Mississauga, Ontario",Shell,119.9,,,117.9,"745 Courtneypark Dr W, Mississauga, ON L5W 1L9, Canada",-79.71187309999999,43.6244025
"7454 Airport Rd , Mississauga, Ontario",Econo,116.9,126.9,,,"7454 Airport Rd, Mississauga, ON L4T 2H5, Canada",-79.6550079,43.712337
"747 Pharmacy Ave , Toronto - East, Ontario",Fas Gas,122.9,,,,"747 Pharmacy Ave, Scarborough, ON M1L 3J7, Canada",-79.29393379999999,43.7176781
"7491 Nashville Rd , Vaughan, Ontario",Esso,122.9,136.9,142.9,114.9,"7491 Nashville Rd, Vaughan, ON L0J, Canada",-79.68776919999999,43.8362648
"7500 Trafalgar Rd , Milton, Ontario",Esso,,129.9,136.9,119.9,"7500 Trafalgar Rd, Milton, ON L9T 7V9, Canada",-79.82627350000001,43.5686786
"751 Kipling Ave , Toronto - West, Ontario",Esso,120.9,,,,"751 Kipling Ave, Etobicoke, ON M8Z 5G6, Canada",-79.5289154,43.6278421
"7540 Winston Churchill Blvd , Mississauga, Ontario",Shell,122.9,131.9,139.9,118.9,"7540 Winston Churchill Blvd, Mississauga, ON L5N, Canada",-79.7855973,43.5983107
"7635 Markham Rd , Markham, Ontario",Petro-Canada,122.9,,,,"7635 Markham Rd, Markham, ON L3S 3J9, Canada",-79.25376729999999,43.8517696
"7660 Markham Rd , Markham, Ontario",Canadian Tire,122.9,,,,"7660 Markham Rd, Markham, ON L3S 4S1, Canada",-79.25531459999999,43.8521768
"7738 Yonge St  , Vaughan, Ontario",Petro-Canada,123.3,,,,"7738 Yonge St, Thornhill, ON L4J 1W2, Canada",-79.42495989999999,43.8159645
"7749 Kennedy Rd , Markham, Ontario",Esso,122.9,,,119.9,"7749 Kennedy Rd, Markham, ON L3R, Canada",-79.3045669,43.8432934
"7750 McCowan Rd , Markham, Ontario",Petro-Canada,122.9,,,120.9,"7750 McCowan Rd, Markham, ON L3S 3J4, Canada",-79.280446,43.8485162
"7756 Hurontario St , Brampton, Ontario",Shell,122.9,136.9,144.9,,"7756 Hurontario St, Brampton, ON L6Y 0C7, Canada",-79.7282766,43.6617165
"7761 Woodbine Ave , Markham, Ontario",Petro-Canada,123.3,,,,"7761 Woodbine Ave, Markham, ON L3R 5X8, Canada",-79.35296389999999,43.8321708
"780 Bancroft Dr , Mississauga, Ontario",Esso,117.9,133.9,139.9,118.9,"780 Bancroft Dr, Mississauga, ON L5V 2Y6, Canada",-79.7026949,43.61637169999999
"780 South Sheridan Way , Mississauga, Ontario",Shell,122.9,,,119.9,"780 S Sheridan Way, Mississauga, ON L5H 1Z6, Canada",-79.61602599999999,43.5500171
"7800 Jane St , Vaughan, Ontario",Shell,122.9,,,,"7800 Jane St, Concord, ON L4K 4R6, Canada",-79.52530010000001,43.794963
"7828 9th Line , Markham, Ontario",Shell,119.9,,,,"The Ninth Line Baptist Church, Markham Rd, Markham, ON L3P 3J3, Canada",-79.2668961,43.8938075
"7890 Hurontario St , Brampton, Ontario",Petro V Plus,118.7,131.9,137.9,117.5,"7890 Hurontario St, Brampton, ON L6Y 0C7, Canada",-79.7304095,43.663249
"795 Eglinton Ave W , Mississauga, Ontario",Shell,119.9,134.9,140.9,,"795 Eglinton Ave W, Mississauga, ON L5V, Canada",-79.6700281,43.59223840000001
"7965 Financial Dr , Brampton, Ontario",Petro-Canada,122.9,136.9,142.9,118.9,"7965 Financial Dr, Brampton, ON L6Y 0B4, Canada",-79.7697713,43.6320756
"7970 Mavis Rd , Brampton, Ontario",Esso,122.9,129.9,135.9,118.9,"7970 Mavis Rd, Brampton, ON L6Y 5L5, Canada",-79.7545554,43.6461032
"7990 Hurontario St , Brampton, Ontario",Husky,120.5,134.9,140.9,118.7,"7990 Hurontario St, Brampton, ON L6Y 0B8, Canada",-79.73315529999999,43.66523369999999
"7995 Dixie Rd , Brampton, Ontario",Petro-Canada,119.9,132.9,138.9,119.9,"7995 Dixie Rd, Brampton, ON L6T, Canada",-79.7008737,43.6949949
"7995 Kennedy Rd S , Brampton, Ontario",Esso,122.9,135.9,141.9,119.9,"7995 Kennedy Rd S, Brampton, ON L6V 3N2, Canada",-79.7219374,43.6756805
